发帖时间,发帖人,primary_topic,topic_score,互动数,评论数,分享数,完整图片数,帖子链接,外部链接,摘录,topic_scores,matched_keywords
2026-04-18 02:15:56,Alexandra Brasco,tile_design_readability,6,92,71,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27031335903151233/,,"I am looking for a recommendation on a set of tiles that still feels like a traditional set but is fashion forward/trendy. I absolutely love some of the trendy sets, but I think it can be hard to decipher what the icons represent - for example I ￼ I am in love with one set, but I don’t like that The ... is close to something that I would like, but I do really like the green to represent the bam suit. ￼","{""tile_design_readability"": 3, ""tile_theme_pattern"": 3}","{""tile_design_readability"": [""traditional"", ""dots"", ""suit""], ""tile_theme_pattern"": [""colors"", ""green"", ""flowers""]}"
2025-12-03 14:28:30,Fatema Chaklasi,tile_design_readability,4,92,67,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25755541684064001/,,"Question for the seasoned Mah Jongg players - What is a good strategy to organize tiles when you're first dealt your 13/14 (for East)? I typically organize my flowers to the left, winds, dragons, jokers to the right and the number tiles in between, ascending order by suit. Is there a better way to d ... card"" becomes more apparent and I can prepare for the Charleston? Thanks for any advice/suggestions!","{""tile_design_readability"": 3, ""tile_theme_pattern"": 1}","{""tile_design_readability"": [""jokers"", ""dragons"", ""suit""], ""tile_theme_pattern"": [""flowers""]}"
2026-01-15 16:14:16,Fern Parker,tile_theme_pattern,6,92,65,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26110458678572298/,,My sister bought these for me at a flea market in Texas. They are wrong 😤😤2 observations. I will paint one set of dragons either blue or green so they are correct. BUT my other question is would these colors work for people who are colorblind? Would they see pink and blue rather than the standard red/green. Just curious. Thanks,"{""tile_design_readability"": 1, ""tile_theme_pattern"": 5}","{""tile_design_readability"": [""dragons""], ""tile_theme_pattern"": [""colors"", ""pink"", ""green"", ""blue"", ""red""]}"
2026-06-24 01:03:51,Nora Villarreal,accessory_storage,4,92,57,2,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27861558930128922/,,"Hello!! Does anyone know of any stores in the Houston area that carry a large selection of mahjong merchandise? A friend of mine would like to see different tile sets in person before buying and would love a place with lots of options—tiles, racks, mats, bags, and accessories. Thank you!","{""mat_table_surface"": 1, ""accessory_storage"": 3}","{""mat_table_surface"": [""mats""], ""accessory_storage"": [""racks"", ""bags"", ""accessories""]}"
2026-02-03 01:39:53,Townley Davidson,accessory_storage,5,92,54,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26279174178367413/,,"Hi everyone, I’m a new player and just trying to wrap my head around the basics right now before I head to any kind of open play or lesson. I do have the NMJL card but also got the The Big Card for fun. Is this mahjong based on line 3 of 2026? Do the dragons have to match 2026? Thank you for the help!","{""tile_design_readability"": 1, ""accessory_storage"": 3, ""buying_matching"": 1}","{""tile_design_readability"": [""dragons""], ""accessory_storage"": [""nmjl card""], ""buying_matching"": [""match""]}"
2026-02-01 01:12:11,Megan Newsom,accessory_storage,4,92,48,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26261614710123360/,,"Hello! Newbie to Mahjong. Would this work for Consecutive Run, line four on the 2025 NMJL card? Your help is appreciated:) FFF 123 4444 5555(Any 3 Suits, Any 5 Consec. Nos.)","{""tile_design_readability"": 1, ""accessory_storage"": 3}","{""tile_design_readability"": [""suits""], ""accessory_storage"": [""nmjl card""]}"
2026-04-19 03:41:18,Doris Bernstein Maes,tile_theme_pattern,7,92,36,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27041535125464644/,,"I went to two gift shops today that carry mahjong items. One in Huntington Beach and one in Newport beach in Southern California. Both shops are wonderful. HB (Modern Pine Studio) carried OMM tiles, mats and racks plus many bags, tile and cute Mahj themed gifts. They also had a table set up for play ... oking for that set, call them to purchase!!! He was so nice too. Loved seeing these tiles in person.","{""tile_theme_pattern"": 3, ""mat_table_surface"": 1, ""accessory_storage"": 2, ""buying_matching"": 1}","{""tile_theme_pattern"": [""themed"", ""green"", ""beach""], ""mat_table_surface"": [""mats""], ""accessory_storage"": [""racks"", ""bags""], ""buying_matching"": [""amazon""]}"
2026-06-02 12:04:37,Rachel Deering,tile_design_readability,7,92,30,1,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27588039097480908/,,I recently bought a bone and bamboo set and could use help identifying origin. The case is very unique. Leather wrapped outward swinging doors with 2 gold dragons. The case is not in the best of shape; the base has remnants of green leather/paint. The tiles are very dirty but here are pics. The dots ... Any recommendations who can carve the missing piece and source a few more tiles for jokers? Thanks!,"{""tile_design_readability"": 4, ""tile_theme_pattern"": 2, ""accessory_storage"": 1}","{""tile_design_readability"": [""dots"", ""jokers"", ""dragon"", ""dragons""], ""tile_theme_pattern"": [""green"", ""flowers""], ""accessory_storage"": [""case""]}"
2026-05-16 14:07:38,Kimberly Mackie,accessory_storage,11,92,29,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27371630199121800/,,"I wanted to share an interesting find. This set labeled “Mah Jongg Supply Co” appears to be more special than I first thought when I purchased it. The bird book suggests it’s a RDC perching pheasant with special white dragon. But it also came with presumably 24 flowers (2 of which are missing), 4 Jo ... rs? There was a 1962/63 NMJL card inside. But it didn’t match exactly to the F/J chart on Sloperama.","{""tile_design_readability"": 2, ""tile_theme_pattern"": 3, ""accessory_storage"": 5, ""buying_matching"": 1}","{""tile_design_readability"": [""jokers"", ""dragon""], ""tile_theme_pattern"": [""red"", ""flowers"", ""bird""], ""accessory_storage"": [""racks"", ""case"", ""nmjl card""], ""buying_matching"": [""match""]}"
2026-05-02 04:25:43,Connie Morgan McClendon,tile_theme_pattern,5,92,29,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27194788213472667/,,"Soooo I couldn’t find Cinco de Mayo tiles so I made my own. Hobby Lobby green tiles, stickers from Etsy, green racks from Etsy, and Mat from Temu. Less than $100 for all. I’m all about a theme. Yes it may be redneck, but I don’t care.","{""tile_theme_pattern"": 2, ""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 1}","{""tile_theme_pattern"": [""theme"", ""green""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks""], ""buying_matching"": [""etsy""]}"
2026-02-23 22:47:00,Johni Levene,buying_matching,3,92,29,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26476976041920558/,https://amzn.to/4cbtPcO,"**For those off you who missed the Petalee set**, I found something else for you that is along the same line from a new vendor and its under $130!!! I will preface it by saying I do not own this one yet (its new), but its looks excellent AND it says its engraved and painted, not a surface decoration ... n you use our links, so we appreciate it when members use them and help support the work we do here.","{""mat_table_surface"": 1, ""buying_matching"": 2}","{""mat_table_surface"": [""surface""], ""buying_matching"": [""link"", ""amazon""]}"
2026-06-08 19:55:07,Christina McDonald,accessory_storage,4,92,27,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27668962779388539/,,Hi MJTI folks! I started learning and playing a couple months ago. I remember watching my mom and her girlfrends play when I was growing up in the 70s/80s and always wanted to learn - so now I am doing it and I am hooked! This past weekend I got my mom's set from her - it's over 50 yeras old! I was ... at were inside. I love the crane bird bam and the seasons/professions! Any insight would be welcome!,"{""tile_theme_pattern"": 1, ""accessory_storage"": 3}","{""tile_theme_pattern"": [""bird""], ""accessory_storage"": [""nmjl card""]}"
2026-05-21 15:08:03,Analysa Marie Garza,accessory_storage,4,91,81,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27435079482776871/,,"Tile bags Looking for recommendations on tile bags. Personally, I prefer bags that are not marketed as “tile bags”. Just wondering if anyone else feels this way, and if so, what do you use? TIA!","{""accessory_storage"": 4}","{""accessory_storage"": [""tile bag"", ""bags""]}"
2026-05-02 14:40:20,Lisa Bair,mat_table_surface,4,91,70,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27199453506339471/,,UPDATE: I WAS ABLE TO PURCHASE THIS MAT AFTER SHARING HERE!! You all let me know that it comes and goes on Amazon!! Hi friends! Can you please share photos of mats you have used with the Hobby Lobby purple and white set? Thank you! **I was going to purchase this mat on Amazon… but next day it was no longer available. Does anyone recognize it? Maybe I could purchase somewhere else??,"{""tile_theme_pattern"": 1, ""mat_table_surface"": 2, ""buying_matching"": 1}","{""tile_theme_pattern"": [""purple""], ""mat_table_surface"": [""mat"", ""mats""], ""buying_matching"": [""amazon""]}"
2026-05-11 11:06:58,Shelby Tondre,quality_risk,3,91,66,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27302679169350237/,,"Why are the Tigre de Tartan mats so expensive? I bought some back in January and they were $145, now they are $225. I feel like that’s a huge price increase for mats that were already super expensive","{""mat_table_surface"": 1, ""quality_risk"": 2}","{""mat_table_surface"": [""mats""], ""quality_risk"": [""expensive"", ""price""]}"
2026-03-06 14:51:33,Elizabeth Jamner Metzger,tile_theme_pattern,3,91,55,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26580807224870772/,,"Question for those who have this Florea set - I noticed that the tiles are acrylic, not melamine. For those who have this set, how do you feel the quality of the tile is compared to melamine tiles? (Please only answer specific to this set, not other acrylic sets.) I'm not questioning the beautiful d ... hjong. It is sold out again now so it's possible that it's not coming up because it's not available.","{""tile_theme_pattern"": 1, ""buying_matching"": 1, ""quality_risk"": 1}","{""tile_theme_pattern"": [""design""], ""buying_matching"": [""amazon""], ""quality_risk"": [""quality""]}"
2026-06-28 18:03:24,Lynne Marsho,tile_design_readability,3,91,46,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27915896741361807/,,Question: player picks up discarded soap - puts in on her rack with another soap and two jokers - realizes she has another soap so puts it out and takes away her joker - is this legal - it's still her turn? I thought once you put your tiles out they are set in stone.,"{""tile_design_readability"": 2, ""accessory_storage"": 1}","{""tile_design_readability"": [""joker"", ""jokers""], ""accessory_storage"": [""rack""]}"
2026-03-07 19:59:55,Robin Targon,accessory_storage,3,91,37,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26592841407000687/,,I believe this is a Yellow Mountain set. With a pink hard case and pushers. They’re asking $70. Yes or No. What’s the vote?,"{""tile_theme_pattern"": 1, ""accessory_storage"": 2}","{""tile_theme_pattern"": [""pink""], ""accessory_storage"": [""pushers"", ""case""]}"
2026-01-05 21:47:07,Angie Baton Ritenour,buying_matching,3,91,36,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26028189450132555/,,"Thanks to whoever recommended this Amazon bag for tile storage. My OMM tile set fits perfectly in the bag. I ordered the large. 🩷💕 Click on the picture from Amazon to see which brand. I was told not to post a link, so I deleted the one I shared in the comments.","{""accessory_storage"": 1, ""buying_matching"": 2}","{""accessory_storage"": [""storage""], ""buying_matching"": [""link"", ""amazon""]}"
2025-11-20 18:37:04,Kay Wahrsager,accessory_storage,3,91,21,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25651588524459318/,,"Mahj sweaters, mahj pajamas and a personalized NY Yankee card holder plus countless treats from #mahjsquad make recovery from hip surgery totally bearable! Thank you to all for messages, calls and support!","{""accessory_storage"": 3}","{""accessory_storage"": [""card holder""]}"
2026-02-20 05:19:48,Nikki Metzger-Skidmore,accessory_storage,7,91,20,4,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26441996238751872/,,"Hot take! You don’t have to have an expensive setup OR solo rack to practice your game!. Mix up your tiles well in your tile bag. Start with 13 tiles. Discard 3, pull 3 random from the bag. Do this 6 times to replicate the Charleston. Then draw one, discard one and repeat! Figure out what line you y ... on mat with a national Mahjong league card! Great starter option for less than $200- and super cute!","{""mat_table_surface"": 1, ""accessory_storage"": 4, ""buying_matching"": 1, ""quality_risk"": 1}","{""mat_table_surface"": [""mat""], ""accessory_storage"": [""rack"", ""tile bag""], ""buying_matching"": [""amazon""], ""quality_risk"": [""expensive""]}"
2025-11-18 12:54:30,Amy Messina,tile_design_readability,3,91,19,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25631791386439032/,,"Hi ladies, when playing line two under winds and dragons. Do the last four dragons have to be the same suit of second segment? The colors are the same but the parentheses say “Any dragons”. TIA!! EDIT*****I have my answer! A heartfelt thank you to those of you that were kind and not snarky/condescending. Im so thankful you make this a safe space to ask questions! I appreciate you! Turning commenting off.","{""tile_design_readability"": 2, ""tile_theme_pattern"": 1}","{""tile_design_readability"": [""dragons"", ""suit""], ""tile_theme_pattern"": [""colors""]}"
2026-06-09 03:35:37,Paula Ganskyy,buying_matching,3,91,14,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27672748922343258/,,What direction would you go with this hand?,"{""buying_matching"": 3}","{""buying_matching"": [""go with""]}"
2026-06-10 13:34:30,Robyn Dean Duncan,accessory_storage,3,90,83,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27691787540439396/,,UPDATE: Received an email this morning ( can I say thank you Facebook). Has anyone ordered and RECEIVED waterproof large Mahjongg card holders from Girl Tribe Co. I order April 29 as a preorder with expected ship date 6/1 and never received. Multiple emails sent with no response on expected ship dat ... o speak to or additional info. Basically was told it’s a me problem. Anyone else having this trouble,"{""accessory_storage"": 3}","{""accessory_storage"": [""card holder""]}"
2026-02-22 23:50:53,Esther Bergman Liberman,tile_theme_pattern,3,90,58,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26468319512786211/,,"But the mat... We had a great time playing with the Year of the Horse set several times this past week. I love the design of the mat, but honestly it was hard to play on: it's not really smooth, and the tiles don't slide. Any ideas for a fix? I was thinking there might be some kind of fixative that could be applied, but without making it rigid? Let's brainstorm!","{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""quality_risk"": 1}","{""tile_theme_pattern"": [""design""], ""mat_table_surface"": [""mat""], ""quality_risk"": [""smooth""]}"
2026-03-08 14:02:58,Linda Zeiders,buying_matching,4,90,57,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26599699729648188/,,"Newbie here. Is this a legit hand for the 2025 card consecutive runs line 4? And if you buy a rulebook would the answer be in there for this question? So you would have to buy a new rulebook each year as these lines change? Yes, got the 1 bam wrong, not a flower, rookie mistake. But my issue was wit ... d it . That’s why I was asking if there was something in the rulebook that said the word “always”. ￼","{""tile_theme_pattern"": 1, ""buying_matching"": 3}","{""tile_theme_pattern"": [""flower""], ""buying_matching"": [""go with""]}"
2025-12-31 01:59:53,Juliann Tranchina Moskowitz,tile_design_readability,4,90,47,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25982002061417961/,,In the game I just played I had an exposure of a pung of flowers made up of one flower and 2 jokers. The player to my right requested a joker exchange but she had two flowers to give me for my two jokers. She insisted she could do that. Is that true? I thought you could only exchange one tile at a time.,"{""tile_design_readability"": 2, ""tile_theme_pattern"": 2}","{""tile_design_readability"": [""joker"", ""jokers""], ""tile_theme_pattern"": [""flower"", ""flowers""]}"
2026-02-18 03:11:42,Johni Levene,buying_matching,3,90,41,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26422436587374504/,https://missmahjong.com/products/miss-classic-mahjong-tile-set?ref=MJTI&variant=47123386630282,"JUST A REMINDER: Tomorrow at 10am CST Miss Mahjong will restock a limited number of the Miss Classic sets in both Jade and Malachite! DON’T FORGET YOU GET 20% off everything at Miss Mahjong with your “MJTI” member discount code. A lot of you wanted these sets after you started seeing the deliveries ... EOUS. So, there is your chance. Tomorrow 10am CST at Miss Mahjong! https://missmahjong.com/?ref=MJTI","{""buying_matching"": 3}","{""buying_matching"": [""discount code""]}"
2026-06-28 21:02:39,Johni Levene,accessory_storage,13,90,37,1,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27917317224553092/,https://amzn.to/43DsIgq,"Gaby and Marcus (MJTI members) just told me that restock of their **Mahjong Atelier** sets on Amazon is in and they are just waiting for Amazon to make them live. If you have been waiting, this will be your best opportunity to get it, because you will know first. I'm adding 4 links here for you. The ... ybe if we keep growing Bezos will let us set up our MJTI discount with him, lol, here's to dreaming!","{""tile_design_readability"": 1, ""tile_theme_pattern"": 4, ""accessory_storage"": 5, ""buying_matching"": 2, ""quality_risk"": 1}","{""tile_design_readability"": [""jokers""], ""tile_theme_pattern"": [""colors"", ""navy"", ""flowers"", ""coastal""], ""accessory_storage"": [""tile bag"", ""bags"", ""dice""], ""buying_matching"": [""link"", ""amazon""], ""quality_risk"": [""price""]}"
2026-05-17 12:58:11,Melissa Kiner,tile_design_readability,3,90,24,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27383669367917883/,,"I’m new and have a question. If I haven’t committed to a hand and I’ve exposed a Kong thinking of a hand in 2468, can the matching dragon be added later to play the 6th hand or would the dragon need to be with the kings when I exposed them? Is the dragon considered a single since there is a space? T ... mments. I may not have been clear originally. I think the single dragon comment answered my question","{""tile_design_readability"": 2, ""buying_matching"": 1}","{""tile_design_readability"": [""clear"", ""dragon""], ""buying_matching"": [""matching""]}"
2026-01-18 21:41:03,Laurie Alcock,tile_design_readability,3,89,85,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26138964489055050/,,I’m curious to know what type of tiles you prefer to play with; a classic plain set of American Mahjong tiles vs all of the creative or decorative tiles sets?,"{""tile_design_readability"": 3}","{""tile_design_readability"": [""american mahjong tiles""]}"
2026-06-26 13:23:57,Allie Juneau,mat_table_surface,5,89,79,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27890301963921285/,,What are your mahjong mat storage solutions!? I had mine on boot clips in a closet but am running out of space.,"{""mat_table_surface"": 4, ""accessory_storage"": 1}","{""mat_table_surface"": [""mat"", ""mahjong mat""], ""accessory_storage"": [""storage""]}"
2026-06-16 15:54:49,Stacy Harvey,accessory_storage,4,89,74,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27770550435896439/,,"At what point do we start teaching on a different card and offering that card to our clients?! I’m tired of my students, or clients coming in to buy retail, not being able to get the NMJL card! We tell them NOT to buy on Amazon but I want them playing and they have to have a card to play!! #overit","{""accessory_storage"": 3, ""buying_matching"": 1}","{""accessory_storage"": [""nmjl card""], ""buying_matching"": [""amazon""]}"
2025-12-18 17:05:18,Janis Delman,tile_design_readability,3,89,60,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25885739327710902/,,This is my mother’s set. It’s from the 50s. It’s very yellow and it’s hard to read. Is there any way to refurbish it? I’d like to give it to my granddaughter.,"{""tile_design_readability"": 3}","{""tile_design_readability"": [""hard to read""]}"
2026-03-15 18:48:02,Caroline Kenter Larew,quality_risk,3,89,45,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26671810042437156/,,"Hi! I’m a TML loyalist, but I taught a group yesterday with OMM tiles and one of them caught something odd that I haven’t seen discussed before. See the photo attached - has anyone had an issue with one tile being a different size? She’s going to reach out to customer service, but wanted to post here since I’d never seen this!","{""quality_risk"": 3}","{""quality_risk"": [""customer service""]}"
2026-06-20 22:37:50,ThoughtfulOlive1509,accessory_storage,7,89,44,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27824980763786739/,,I need to know if I am the only one.. I truly do not mind spending money on tiles and mats because of the artistic theme behind it. But how could racks be so different in price? An acrylic rack is an acrylic rack.. a wooden rack is wooden. Pusher system I get.. but $150-200 for a set of racks that are not “special” ie mother of pearl or gold is ridiculous! Thoughts?,"{""tile_design_readability"": 1, ""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 3, ""quality_risk"": 1}","{""tile_design_readability"": [""artistic""], ""tile_theme_pattern"": [""theme""], ""mat_table_surface"": [""mats""], ""accessory_storage"": [""rack"", ""racks"", ""pusher""], ""quality_risk"": [""price""]}"
2025-12-27 22:40:46,Dana Garrett Huggins,tile_design_readability,4,89,42,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25959014807050020/,,"What would you do? Update, and this is frustrating. I ended up continuing for the reasons many of you said. I’d rather have more chances to work towards one hand than two, so I gave away the green bam, and the one and two dot to avoid passing three consecutive dots. I don’t remember exactly what hap ... on for the bams. I’m not even going to talk about what happened in the end because I’m still mad. 😂😩","{""tile_design_readability"": 3, ""tile_theme_pattern"": 1}","{""tile_design_readability"": [""dots"", ""bams"", ""jokers""], ""tile_theme_pattern"": [""green""]}"
2026-04-07 22:20:35,Deanna Nussear,tile_design_readability,3,89,37,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26922894530662038/,,"I picked up a four bam from the table, made an exposure of 3 4 bams and a joker then completed my turn with a discard. When play began again, I realized that I did not have to use that joker with my exposure, because I actually had 4 3 bams in my hand ..question is on my next turn, can I make a joker exchange from my hand to the joker that is exposed on my my rack","{""tile_design_readability"": 2, ""accessory_storage"": 1}","{""tile_design_readability"": [""bams"", ""joker""], ""accessory_storage"": [""rack""]}"
2026-05-23 22:44:18,Carol Smith Miller,tile_design_readability,4,89,36,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27460924283525724/,,"Can someone please explain to me why this had is dead? I was going for Consecutive Run - line #7. I had two flowers, three 7 bams exposed, four 8 bams (made with 3 jokers), three 9 bars (made with 1 joker, and then drew another joker that I thought would count with the other 7 bams to make mahjong. Is it because I couldn't add the joker to the three exposed 7 bams after they were exposed? Help!","{""tile_design_readability"": 3, ""tile_theme_pattern"": 1}","{""tile_design_readability"": [""bams"", ""joker"", ""jokers""], ""tile_theme_pattern"": [""flowers""]}"
2026-05-06 02:49:39,Georgie Misra,tile_theme_pattern,8,89,36,1,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27237624959188992/,,"The update to my tile painting adventure: I finished painting the Hobby Lobby tiles using acrylic paint pens purchased from Amazon. I stripped the original colors (seen to far right in first picture) using acetone. Painted them directly with pens and sometimes a small brush, then wiped off excess wi ... nicely and I am really pleased with them, albeit a little embarrassed at how much time I invested 😉","{""tile_design_readability"": 3, ""tile_theme_pattern"": 4, ""buying_matching"": 1}","{""tile_design_readability"": [""dots"", ""bams"", ""cracks""], ""tile_theme_pattern"": [""colors"", ""green"", ""blue"", ""purple""], ""buying_matching"": [""amazon""]}"
2025-12-30 16:24:16,Maria Raper,buying_matching,5,89,26,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25979037738381060/,,"A great way to remember what numbers go with what winds in hands 5 & 6 in the Winds-Dragons section: In the United States, almost all major interstates that go north/south and have odd numbers assigned to them while east/west interstates have even numbers assigned to them. Line 5 uses the north and ... is hand. Just discovered this when I was making hands this morning to practice. I hope it helps you.","{""tile_design_readability"": 2, ""buying_matching"": 3}","{""tile_design_readability"": [""numbers"", ""dragons""], ""buying_matching"": [""go with""]}"
2026-04-06 17:27:11,Beth Millich Vannoy,buying_matching,7,89,23,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26910211465263678/,,The mat I ordered to go with the Sam’s Club lemon tiles/floating mat that my sister in law brought for our beach house finally came! I think they look really pretty together! I may get lime green racks to go with it or maybe white? 😍,"{""tile_theme_pattern"": 2, ""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 3}","{""tile_theme_pattern"": [""green"", ""beach""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks""], ""buying_matching"": [""go with""]}"
2026-03-17 00:36:55,Beth Millich Vannoy,accessory_storage,5,89,16,1,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26683950197889807/,,"One Bam Bird! My sister in law introduced me to Mah Jongg the last time she came to visit and when she came again this weekend we played a lot! She left me one of her earliest sets of tiles, a mat and pushers to play with until I get my own. As I said in my previous post she bought the Sam’s Club po ... tes. Of course I made us a snack! I’m hooked on playing!! Does anyone play on the Outer Banks? 🀄️🦚🃏🐲","{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 2, ""buying_matching"": 1}","{""tile_theme_pattern"": [""bird""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""pushers"", ""dice""], ""buying_matching"": [""match""]}"
2026-01-31 00:26:08,John Smigel,tile_theme_pattern,3,89,10,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26253720394246125/,https://jlmahjongg.x10.mx/index.php/secrets-of-mah-jongg/,I made another set of custom tiles and gave them away. I have updated the process I used slightly. We played a few games with them to test them out. They are a little small and don't stack as easily as I would like. I plan to improve how I make them. I also tried to make an improved box with a slidi ... and updated tile-making process are here: https://jlmahjongg.x10.mx/index.php/secrets-of-mah-jongg/,"{""tile_theme_pattern"": 2, ""accessory_storage"": 1}","{""tile_theme_pattern"": [""custom"", ""design""], ""accessory_storage"": [""cover""]}"
2026-05-30 20:25:07,Lynn McClintock,mat_table_surface,11,89,9,9,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27551513317800153/,,I’m looking to buy a mahjong mat. I see options for thinner (2 mm) or thicker (3 mm) mats. Or does it matter? What is your preference and why?,"{""mat_table_surface"": 11}","{""mat_table_surface"": [""mat"", ""mats"", ""mahjong mat"", ""3 mm"", ""2 mm""]}"
2025-12-19 17:33:39,Michel Thompson,buying_matching,4,88,78,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25894561530162015/,,Edit: I have added a photo so you can see how gray the tiles actually are. Last year I ordered a preppy soiree OMM tile/mat set from Anthropologie assuming they would somewhat match but they don’t really coordinate well together. Preppy Soirée tiles are no longer stocked at OMM so I don’t ever see m ... Soirée tiles and have a suggestion for a good coordinating mat? The tiles have a grayish blue back.,"{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""buying_matching"": 2}","{""tile_theme_pattern"": [""blue""], ""mat_table_surface"": [""mat""], ""buying_matching"": [""match"", ""coordinate""]}"
2026-06-04 02:03:33,Julia Hopson Bell,tile_design_readability,6,88,74,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27610251175259700/,,"I did not play American Mah-Jongg in 1999 or 2000; I haven't even seen an NMJL card from those years. Say there was a hand in the Year chapter where players had to make 1999 or 2000. Could a Joker be used for the 9s and 0s? UPDATE: Thank you to Michelle Wilson for sharing her 2000 card and Melinda S ... d, but required for the 1st and 4th lines. FF 2000 NEWS 2000 (Any 2) FFF 2000 FFF 2000 (Any Like 2s)","{""tile_design_readability"": 3, ""accessory_storage"": 3}","{""tile_design_readability"": [""numbers"", ""joker"", ""jokers""], ""accessory_storage"": [""nmjl card""]}"
2026-02-19 14:21:00,Darcy Hofbauer Ringgenberg,buying_matching,3,88,69,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26436128506005312/,,Having a table made for Mahjong and am curious what diameter I should go with??,"{""buying_matching"": 3}","{""buying_matching"": [""go with""]}"
2026-05-14 20:56:05,Sandie Shepherd Mueller,tile_design_readability,3,88,68,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27348140801470740/,,"A player has exposed 3, 5 bams and a joker, another player discards a 5 bam. The player with the 3, 5 bams and a Joker, calls the 5 bam, picks it up, puts it on her exposed rack and puts the joker on the sloped part of her rack. Is this legal in NMJL rules?","{""tile_design_readability"": 2, ""accessory_storage"": 1}","{""tile_design_readability"": [""bams"", ""joker""], ""accessory_storage"": [""rack""]}"
2026-02-09 22:46:41,Sharri Posen,tile_theme_pattern,4,88,55,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26346012088350288/,,Question: A player called a flower for an exposure of 4 flowers and mistakenly also put up a joker from her rack. Can she take back the joker because she didn’t need it or is her hand dead?,"{""tile_design_readability"": 1, ""tile_theme_pattern"": 2, ""accessory_storage"": 1}","{""tile_design_readability"": [""joker""], ""tile_theme_pattern"": [""flower"", ""flowers""], ""accessory_storage"": [""rack""]}"
